SchoolId,Lat,Lng,FinanceId,SchoolName,Address,Phone,SchoolNetworkName,SchoolType,PARENT_MAX,PARENT_CAND,PARENT_STAT,COMMUNITY_MAX,COMMUNITY_CAND,COMMUNITY_STAT,TEACHER_MAX,TEACHER_CAND,TEACHER_STAT,STUDENT_MAX,STUDENT_CAND,STUDENT_STAT,NONTCHSTAFF_MAX,NONTCHSTAFF_CAND,NONTCHSTAFF_STAT,ADVOCATE_MAX,ADVOCATE_CAND,ADVOCATE_STAT,JROTC_INSTR_MAX,JROTC_INSTR_CAND,JROTC_INSTR_STAT,BUSINESS_MAX,BUSINESS_CAND,BUSINESS_STAT,COMMANDANT_MAX,COMMANDANT_CAND,COMMANDANT_STAT,CADET_CMDR_MAX,CADET_CMDR_CAND,CADET_CMDR_STAT,ED_EXPERT_MAX,ED_EXPERT_CAND,ED_EXPERT_STAT,JudgeApplCt,CandidateCt,QuorumCt,SortNetwork
609710,41.718373,-87.620587,51021,HARLAN HS,"9652 S Michigan Ave, Chicago, IL 60628",(773)535-5400,NETWORK 12,HS,6,1,I,2,4,C,2,4,C,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,10,6,NETWORK 12
609711,41.775125,-87.669053,46151,HARPER HS,"6520 S Wood St, Chicago, IL 60636",(773)535-9150,NETWORK 11,HS,6,7,C,2,5,C,2,2,S,1,1,S,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,12,16,12,NETWORK 11
609712,41.753749,-87.601691,47031,HIRSCH HS,"7740 S Ingleside Ave, Chicago, IL 60619",(773)535-3100,NETWORK 12,HS,6,1,I,2,0,I,2,1,I,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6,3,3,NETWORK 12
609713,41.782257,-87.586578,46171,HYDE PARK HS,"6220 S Stony Island Ave, Chicago, IL 60637",(773)535-0880,NETWORK 9,HS,6,9,C,2,6,C,2,3,C,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,11,19,11,NETWORK 09
609715,41.81873,-87.694602,46181,KELLY HS,"4136 S California Ave, Chicago, IL 60632",(773)535-4900,OS4,HS,6,8,C,2,3,C,2,3,C,1,1,S,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,11,17,12,OS4
609716,41.927946,-87.736,46191,KELVYN PARK HS,"4343 W Wrightwood Ave, Chicago, IL 60639",(773)534-4200,OS4,HS,6,4,I,2,2,S,2,2,S,1,1,S,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,9,9,OS4
609718,41.790482,-87.780395,46201,KENNEDY HS,"6325 W 56th St, Chicago, IL 60638",(773)535-2325,NETWORK 10,HS,6,5,I,2,3,C,2,3,C,1,0,I,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,13,10,NETWORK 10
609719,41.954764,-87.668989,46211,LAKE VIEW HS,"4015 N Ashland Ave, Chicago, IL 60613",(773)534-5440,NETWORK 2,HS,6,6,S,2,7,C,2,4,C,1,1,S,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,19,12,NETWORK 02
609720,41.946672,-87.691013,46221,LANE HS,"2501 W Addison St, Chicago, IL 60618",(773)534-5400,NETWORK 4,HS,6,11,C,2,4,C,2,4,C,1,2,C,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,22,12,NETWORK 04
609722,41.870966,-87.699896,53111,MANLEY HS,"2935 W Polk St, Chicago, IL 60612",(773)534-6900,NETWORK 5,HS,6,6,S,2,1,I,2,2,S,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,10,10,NETWORK 05
609723,41.878417,-87.708049,47041,MARSHALL HS,"3250 W Adams St, Chicago, IL 60624",(773)534-6455,NETWORK 5,HS,6,3,I,2,3,C,2,0,I,1,1,S,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,7,8,7,NETWORK 05
609724,41.987567,-87.702519,46241,MATHER HS,"5835 N Lincoln Ave, Chicago, IL 60659",(773)534-2350,NETWORK 2,HS,6,6,S,2,3,C,2,2,S,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,12,11,NETWORK 02
609725,41.692011,-87.665676,46251,MORGAN PARK HS,"1744 W Pryor Ave, Chicago, IL 60643",(773)535-2550,OS4,HS,6,8,C,2,2,S,2,3,C,1,1,S,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8,15,12,OS4
609726,41.692735,-87.616352,47051,BROOKS HS,"250 E 111th St, Chicago, IL 60628",(773)535-9930,NETWORK 13,HS,6,5,I,2,2,S,2,3,C,1,3,C,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6,14,11,NETWORK 13
609727,41.823853,-87.619796,46261,PHILLIPS HS,"244 E Pershing Rd, Chicago, IL 60653",(773)535-1603,AUSL,HS,6,5,I,2,6,C,2,2,S,1,1,S,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10,16,11,AUSL
609728,41.9648,-87.714818,46271,ROOSEVELT HS,"3436 W Wilson Ave, Chicago, IL 60625",(773)534-5000,NETWORK 1,HS,6,7,C,2,10,C,2,2,S,1,3,C,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,23,12,NETWORK 01
609729,41.946343,-87.735635,46281,SCHURZ HS,"3601 N Milwaukee Ave, Chicago, IL 60641",(773)534-3420,NETWORK 1,HS,6,2,I,2,3,C,2,3,C,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,9,7,NETWORK 01
609730,41.989033,-87.665188,47061,SENN HS,"5900 N Glenwood Ave, Chicago, IL 60660",(773)534-2365,NETWORK 2,HS,6,3,I,2,3,C,2,2,S,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,9,8,NETWORK 02
609732,41.935634,-87.783478,46291,STEINMETZ COLLEGE PREP HS,"3030 N Mobile Ave, Chicago, IL 60634",(773)534-3030,NETWORK 3,HS,6,7,C,2,4,C,2,2,S,1,1,S,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,15,12,NETWORK 03
609733,42.002687,-87.669229,46301,SULLIVAN HS,"6631 N Bosworth Ave, Chicago, IL 60626",(773)534-2000,NETWORK 2,HS,6,4,I,2,4,C,2,2,S,1,1,S,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,13,10,NETWORK 02
609734,41.982934,-87.791547,46311,TAFT HS,"6530 W Bryn Mawr Ave, Chicago, IL 60631",(773)534-1000,NETWORK 1,HS,6,10,C,2,5,C,2,3,C,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,19,11,NETWORK 01
609735,41.807509,-87.643003,53121,TILDEN HS,"4747 S Union Ave, Chicago, IL 60609",(773)535-1625,OS4,HS,6,4,I,2,3,C,2,3,C,1,2,C,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,13,10,OS4
609736,41.802105,-87.611931,66021,DYETT HS,"555 E 51st St, Chicago, IL 60615",(773)535-1825,NETWORK 9,HS,6,0,I,2,2,S,2,0,I,1,0,I,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,2,2,NETWORK 09
609737,41.973184,-87.713423,47081,VON STEUBEN HS,"5039 N Kimball Ave, Chicago, IL 60625",(773)534-5100,NETWORK 1,HS,6,10,C,2,6,C,2,3,C,1,3,C,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,24,12,NETWORK 01
609738,41.918268,-87.646046,46321,LINCOLN PARK HS,"2001 N Orchard St, Chicago, IL 60614",(773)534-8130,NETWORK 4,HS,6,7,C,2,7,C,2,2,S,1,2,C,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,20,12,NETWORK 04
609739,41.688164,-87.53757,46331,WASHINGTON HS,"3535 E 114th St, Chicago, IL 60617",(773)535-5725,NETWORK 13,HS,6,10,C,2,4,C,2,5,C,1,1,S,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,22,12,NETWORK 13
609740,41.898995,-87.667446,51071,WELLS HS,"936 N Ashland Ave, Chicago, IL 60622",(773)534-7010,OS4,HS,6,4,I,2,5,C,2,3,C,1,2,C,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6,15,10,OS4
609741,41.780527,-87.717977,46341,HUBBARD HS,"6200 S Hamlin Ave, Chicago, IL 60629",(773)535-2200,NETWORK 10,HS,6,6,S,2,3,C,2,3,C,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,13,11,NETWORK 10
609744,41.982945,-87.722386,49021,NORTHSIDE LEARNING HS,"3730 W Bryn Mawr Ave, Chicago, IL 60659",(773)534-5180,NETWORK 1,HS,6,6,S,2,2,S,2,2,S,1,0,I,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,10,NETWORK 01
609745,41.759853,-87.67591,49031,SOUTHSIDE HS,"7342 S Hoyne Ave, Chicago, IL 60636",(773)535-9100,NETWORK 11,HS,6,6,S,2,3,C,2,3,C,1,0,I,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,14,11,NETWORK 11
609746,41.803772,-87.590458,46361,KENWOOD HS,"5015 S Blackstone Ave, Chicago, IL 60615",(773)535-1350,NETWORK 9,HS,6,12,C,2,3,C,2,2,S,1,1,S,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,11,19,12,NETWORK 09
609748,41.842534,-87.695224,49041,YORK HS,"2700 S California Ave, Chicago, IL 60623",(773)535-7021,OPTIONS,HS,0,0,,3,4,C,2,2,S,0,0,,0,0,,4,3,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,8,OPTIONS
609749,41.981315,-87.708745,46061,NORTHSIDE PREP HS,"5501 N Kedzie Ave, Chicago, IL 60625",(773)534-3954,NETWORK 1,HS,6,10,C,2,3,C,2,2,S,1,2,C,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,18,12,NETWORK 01
609750,41.864365,-87.668759,49051,SIMPSON HS,"1321 S Paulina St, Chicago, IL 60608",(773)534-7812,OPTIONS,HS,2,3,C,2,3,C,2,2,S,1,0,I,0,0,,4,2,I,0,0,,0,0,,0,0,,0,0,,0,0,,2,10,8,OPTIONS
609751,41.813675,-87.603911,46371,KING HS,"4445 S Drexel Blvd, Chicago, IL 60653",(773)535-1180,NETWORK 9,HS,6,9,C,2,8,C,2,3,C,1,1,S,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,22,12,NETWORK 09
609753,41.691248,-87.717771,47091,CHGO AGR HS,"3857 W 111th St, Chicago, IL 60655",(773)535-2500,NETWORK 10,HS,6,7,C,2,3,C,2,2,S,1,3,C,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,16,11,NETWORK 10
609754,41.830554,-87.619252,70070,CHGO MILITARY ACAD HS,"3519 S Giles Ave, Chicago, IL 60653",(773)534-9750,MILITARY,HS,6,4,I,2,2,S,2,2,S,0,0,,0,0,,2,2,S,1,1,S,0,0,,1,1,S,1,0,I,0,0,,0,13,12,MILITARY
609755,41.878602,-87.66427,47101,YOUNG HS,"211 S Laflin St, Chicago, IL 60607",(773)534-7500,NETWORK 6,HS,6,10,C,2,3,C,2,2,S,1,2,C,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,18,12,NETWORK 06
609756,41.803081,-87.722065,53101,CURIE HS,"4959 S Archer Ave, Chicago, IL 60632",(773)535-2100,NETWORK 8,HS,6,8,C,2,2,S,2,4,C,1,2,C,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,17,12,NETWORK 08
609759,41.902625,-87.686943,51091,CLEMENTE HS,"1147 N Western Ave, Chicago, IL 60622",(773)534-4000,OS4,HS,6,5,I,2,5,C,2,2,S,1,1,S,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,15,11,OS4
609760,41.656291,-87.590584,46381,CARVER MILITARY,"13100 S Doty Ave, Chicago, IL 60827",(773)535-5250,MILITARY,HS,6,4,I,2,1,I,2,3,C,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,8,7,MILITARY
609761,41.707446,-87.603064,46391,CORLISS HS,"821 E 103rd St, Chicago, IL 60628",(773)535-5115,NETWORK 13,HS,6,4,I,2,7,C,2,7,C,1,0,I,1,3,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,10,21,9,NETWORK 13
609762,41.705859,-87.653713,46401,JULIAN HS,"10330 S Elizabeth St, Chicago, IL 60643",(773)535-5170,OS4,HS,6,4,I,2,2,S,2,2,S,1,1,S,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,11,10,10,OS4
609764,41.852667,-87.663696,46421,JUAREZ HS,"2150 S Laflin St, Chicago, IL 60608",(773)534-7030,OS4,HS,6,13,C,2,4,C,2,5,C,1,0,I,1,4,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6,26,11,OS4
609766,41.960363,-87.7647,49081,VAUGHN HS,"4355 N Linder Ave, Chicago, IL 60641",(773)534-3600,NETWORK 1,HS,6,5,I,2,2,S,2,2,S,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,10,10,NETWORK 01
609768,41.793565,-87.641419,49091,HOPE HS,"5515 S Lowe Ave, Chicago, IL 60621",(773)535-3160,NETWORK 11,HS,6,2,I,2,2,S,2,2,S,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,8,7,NETWORK 11
609769,41.849675,-87.625352,49101,"GRAHAM,R HS","2347 S Wabash Ave, Chicago, IL 60616",(773)534-9257,NETWORK 6,HS,6,5,I,2,2,S,2,2,S,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,11,10,NETWORK 06
609772,41.698739,-87.532939,22021,ADDAMS,"10810 S Avenue H, Chicago, IL 60617",(773)535-6210,NETWORK 13,ES,6,8,C,2,3,C,2,4,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8,16,11,NETWORK 13
609773,41.934126,-87.656265,22031,AGASSIZ,"2851 N Seminary Ave, Chicago, IL 60657",(773)534-5725,NETWORK 4,ES,6,8,C,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,13,11,NETWORK 04
609774,41.92985,-87.646413,22041,ALCOTT ES,"2625 N Orchard St, Chicago, IL 60614",(773)534-5460,NETWORK 4,ES,6,7,C,2,3,C,2,3,C,1,2,C,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,15,11,NETWORK 04
609777,41.833826,-87.650652,22061,ARMOUR,"950 W 33rd Pl, Chicago, IL 60608",(773)535-4530,NETWORK 6,ES,6,4,I,2,4,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,11,9,NETWORK 06
609779,42.010123,-87.68444,22081,"ARMSTRONG, G","2110 W Greenleaf Ave, Chicago, IL 60645",(773)534-2150,NETWORK 2,ES,6,6,S,2,3,C,2,4,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,14,11,NETWORK 02
609780,41.916045,-87.721706,41111,AMES,"1920 N Hamlin Ave, Chicago, IL 60647",(773)534-4970,NETWORK 4,MS,6,0,I,2,0,I,2,0,I,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,0,0,NETWORK 04
609781,41.802112,-87.62582,31021,ATTUCKS,"5055 S State St,, Chicago, IL 60615",(773)535-1270,NETWORK 9,ES,6,4,I,2,2,S,2,2,S,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,10,9,NETWORK 09
609782,41.945063,-87.681004,22091,AUDUBON,"3500 N Hoyne Ave, Chicago, IL 60618",(773)534-5470,NETWORK 4,ES,6,11,C,2,6,C,2,3,C,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,21,11,NETWORK 04
609783,41.867833,-87.680381,30011,JEFFERSON ALT HS,"1100 S Hamilton Ave, Chicago, IL 60612",(312)433-7110,OPTIONS,HS,0,0,,2,2,S,2,3,C,0,0,,0,0,,6,2,I,0,0,,0,0,,0,0,,0,0,,0,0,,1,7,6,OPTIONS
609786,41.748247,-87.59169,22101,AVALON PARK,"8045 S Kenwood Ave, Chicago, IL 60619",(773)535-6615,NETWORK 12,ES,6,6,S,2,2,S,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6,11,11,NETWORK 12
609788,41.705139,-87.658039,22131,BARNARD,"10354 S Charles St, Chicago, IL 60643",(773)535-2625,OS4,ES,6,6,S,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,12,11,OS4
609789,41.932511,-87.739352,22141,BARRY,"2828 N Kilbourn Ave, Chicago, IL 60641",(773)534-3455,NETWORK 4,ES,6,6,S,2,0,I,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,9,9,NETWORK 04
609790,41.754194,-87.67089,22151,BARTON,"7650 S Wolcott Ave, Chicago, IL 60620",(773)535-3260,NETWORK 11,ES,6,3,I,2,2,S,2,3,C,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8,8,7,NETWORK 11
609791,41.774219,-87.653532,22161,BASS,"1140 W 66th St, Chicago, IL 60621",(773)535-3275,NETWORK 11,ES,6,3,I,2,1,I,2,6,C,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,12,12,7,NETWORK 11
609792,41.95822,-87.702114,22171,BATEMAN,"4220 N Richmond St, Chicago, IL 60618",(773)534-5055,NETWORK 1,ES,6,6,S,2,3,C,2,3,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,13,11,NETWORK 01
609793,41.784944,-87.647416,22181,NICHOLSON TECH ACAD,"6006 S Peoria St, Chicago, IL 60621",(773)535-3285,NETWORK 11,ES,6,3,I,2,3,C,2,3,C,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8,9,7,NETWORK 11
609794,41.971141,-87.709701,29011,"EDISON, T","4929 N Sawyer Ave, Chicago, IL 60625",(773)534-0540,NETWORK 1,ES,6,8,C,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,14,11,NETWORK 01
609795,41.867812,-87.770454,22191,"CLARK, G","1045 S Monitor Ave, Chicago, IL 60644",(773)534-6225,NETWORK 3,ES,6,6,S,2,3,C,2,2,S,1,0,I,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,7,12,11,NETWORK 03
609796,41.972393,-87.757602,22201,BEAUBIEN,"5025 N Laramie Ave, Chicago, IL 60630",(773)534-3500,NETWORK 1,ES,6,8,C,2,3,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,14,11,NETWORK 01
609797,41.885348,-87.705855,22211,BEIDLER,"3151 W Walnut St, Chicago, IL 60612",(773)534-6811,OS4,ES,6,5,I,2,2,S,2,3,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6,11,10,OS4
609798,41.958938,-87.734056,22221,BELDING,"4257 N Tripp Ave, Chicago, IL 60641",(773)534-3590,NETWORK 1,ES,6,7,C,2,2,S,2,3,C,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,13,11,NETWORK 01
609799,41.94953,-87.685981,22231,BELL,"3730 N Oakley Ave, Chicago, IL 60618",(773)534-5150,NETWORK 4,ES,6,6,S,2,3,C,2,3,C,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,14,11,NETWORK 04
609800,41.710434,-87.617427,22241,BENNETT,"10115 S Prairie Ave, Chicago, IL 60628",(773)535-5460,NETWORK 13,ES,6,6,S,2,3,C,2,4,C,0,0,,1,2,C,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,9,15,11,NETWORK 13
609803,41.950753,-87.664967,22261,BLAINE,"1420 W Grace St, Chicago, IL 60613",(773)534-5750,NETWORK 4,ES,6,6,S,2,4,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,13,11,NETWORK 04
609804,42.003412,-87.697426,22271,BOONE,"6710 N Washtenaw Ave, Chicago, IL 60645",(773)534-2160,NETWORK 2,ES,6,7,C,2,1,I,2,2,S,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,10,9,NETWORK 02
609805,41.749339,-87.669402,22281,JOPLIN,"7931 S Honore St, Chicago, IL 60620",(773)535-3425,OS4,ES,6,2,I,2,3,C,2,2,S,0,0,,1,0,I,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,7,6,OS4
609806,41.754366,-87.557105,22291,BRADWELL,"7736 S Burnham Ave, Chicago, IL 60649",(773)535-6600,AUSL,ES,6,6,S,2,4,C,2,2,S,0,0,,1,1,S,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,13,11,AUSL
